ID;Autor;Buch;Jahr
B2457;J.R.R. Tolkien;The Two Towers;1970
B2458;J.R.R. Tolkien;The Two Towers;1964
B2459;J.R.R. Tolkien;The Two Towers;1965
B2460;J.R.R. Tolkien;The Two Towers;1972
B2461;J.R.R. Tolkien;The Two Towers;1961
B2462;J.R.R. Tolkien;The Return of the King;1960
B2463;J.R.R. Tolkien;The Return of the King;1968
B2464;Agatha Christie;Murder on the Orient Express;1937
B2465;Agatha Christie;Murder on the Orient Express;1954
B2466;Agatha Christie;Death on the Nile;1946
B2467;Agatha Christie;Death on the Nile;1952
B2468;Agatha Christie;Death on the Nile;1938
B2469;Agatha Christie;The Murder of Roger Ackroyd;1939
B2470;Agatha Christie;The Murder of Roger Ackroyd;1944
B2471;Agatha Christie;The Murder of Roger Ackroyd;1944
B2472;Agatha Christie;The Murder of Roger Ackroyd;1944
B2473;Leo Tolstoy;War and Peace;1872
B2474;Leo Tolstoy;War and Peace;1885
B2475;Leo Tolstoy;War and Peace;1874
B2476;Leo Tolstoy;Anna Karenina;1890
B2477;Leo Tolstoy;Anna Karenina;1896
B2478;Leo Tolstoy;Anna Karenina;1886
B2479;Leo Tolstoy;Anna Karenina;1892
B2480;Stephen King;The Shining;1981
B2481;Stephen King;The Shining;1982
B2482;Stephen King;The Shining;1995
B2483;Stephen King;The Shining;1990
B2484;Stephen King;The Shining;1984
B2485;Stephen King;It;1998
B2486;Stephen King;It;1992
B2487;Stephen King;It;1996
B2488;Stephen King;It;1999
B2489;Stephen King;It;2001
B2490;Stephen King;Misery;1998
B2491;Stephen King;Misery;1999
B2492;Stephen King;The Dark Tower;1991
B2493;Stephen King;The Dark Tower;1985
B2494;Isaac Asimov;Foundation;1957
B2495;Isaac Asimov;Foundation;1963
B2496;Isaac Asimov;I, Robot;1962
B2497;Isaac Asimov;I, Robot;1966
B2498;Isaac Asimov;I, Robot;1958
B2499;Isaac Asimov;I, Robot;1951
B2500;Isaac Asimov;I, Robot;1950
B2501;Isaac Asimov;The End of Eternity;1971
B2502;Isaac Asimov;The End of Eternity;1956
B2503;Isaac Asimov;The End of Eternity;1962
B2504;Isaac Asimov;The End of Eternity;1968
B2505;Isaac Asimov;The End of Eternity;1960
B2506;Jane Austen;Pride and Prejudice;1822
B2507;Jane Austen;Pride and Prejudice;1828
B2508;Jane Austen;Pride and Prejudice;1819
B2509;Jane Austen;Pride and Prejudice;1813
B2510;Jane Austen;Pride and Prejudice;1822
B2511;Jane Austen;Emma;1823
B2512;Jane Austen;Emma;1816
B2513;Jane Austen;Emma;1833
B2514;Jane Austen;Emma;1815
B2515;Jane Austen;Sense and Sensibility;1821
B2516;Jane Austen;Sense and Sensibility;1811
B2517;George Orwell;1984;1966
B2518;George Orwell;1984;1954
B2519;George Orwell;1984;1960
B2520;George Orwell;1984;1958
B2521;George Orwell;Animal Farm;1949
B2522;George Orwell;Animal Farm;1965
B2523;Charles Dickens;A Tale of Two Cities;1872
B2524;Charles Dickens;A Tale of Two Cities;1879
B2525;Charles Dickens;A Tale of Two Cities;1874
B2526;Charles Dickens;A Tale of Two Cities;1868
B2527;Charles Dickens;A Tale of Two Cities;1873
B2528;Charles Dickens;Great Expectations;1875
B2529;Charles Dickens;Great Expectations;1878
B2530;Charles Dickens;Great Expectations;1877
B2531;Charles Dickens;Oliver Twist;1847
B2532;Charles Dickens;Oliver Twist;1846
B2533;Charles Dickens;Oliver Twist;1850
B2534;Charles Dickens;Oliver Twist;1843
B2535;Mark Twain;The Adventures of Tom Sawyer;1890
B2536;Mark Twain;The Adventures of Tom Sawyer;1877
B2537;Mark Twain;The Adventures of Tom Sawyer;1877
B2538;Mark Twain;Adventures of Huckleberry Finn;1890
B2539;Mark Twain;Adventures of Huckleberry Finn;1901
B2540;Mark Twain;Adventures of Huckleberry Finn;1902
B2541;Virginia Woolf;Mrs Dalloway;1945
B2542;Virginia Woolf;Mrs Dalloway;1943
B2543;Virginia Woolf;Mrs Dalloway;1925
B2544;Virginia Woolf;To the Lighthouse;1933
B2545;Virginia Woolf;To the Lighthouse;1937
B2546;Virginia Woolf;To the Lighthouse;1942
B2547;Virginia Woolf;To the Lighthouse;1937
B2548;Virginia Woolf;Orlando;1936
B2549;Virginia Woolf;Orlando;1938
B2550;Virginia Woolf;Orlando;1934
B2551;Virginia Woolf;Orlando;1946
B2552;Virginia Woolf;Orlando;1929
B2553;J.R.R. Tolkien;The Hobbit;1941
B2554;J.R.R. Tolkien;The Hobbit;1947
B2555;J.R.R. Tolkien;The Hobbit;1949
B2556;J.R.R. Tolkien;The Hobbit;1953
B2557;J.R.R. Tolkien;The Fellowship of the Ring;1961
B2558;J.R.R. Tolkien;The Fellowship of the Ring;1973
B2559;J.R.R. Tolkien;The Fellowship of the Ring;1969
B2560;J.R.R. Tolkien;The Fellowship of the Ring;1970
B2561;J.R.R. Tolkien;The Fellowship of the Ring;1970
B2562;J.R.R. Tolkien;The Two Towers;1973
B2563;J.R.R. Tolkien;The Two Towers;1968
B2564;J.R.R. Tolkien;The Two Towers;1968
B2565;J.R.R. Tolkien;The Return of the King;1975
B2566;J.R.R. Tolkien;The Return of the King;1962
B2567;J.R.R. Tolkien;The Return of the King;1966
B2568;J.R.R. Tolkien;The Return of the King;1973
B2569;J.R.R. Tolkien;The Return of the King;1972
B2570;Agatha Christie;Murder on the Orient Express;1945
B2571;Agatha Christie;Murder on the Orient Express;1953
B2572;Agatha Christie;Murder on the Orient Express;1942
B2573;Agatha Christie;Death on the Nile;1945
B2574;Agatha Christie;Death on the Nile;1948
B2575;Agatha Christie;Death on the Nile;1955
B2576;Agatha Christie;Death on the Nile;1955
B2577;Agatha Christie;Death on the Nile;1949
B2578;Agatha Christie;The Murder of Roger Ackroyd;1942
B2579;Agatha Christie;The Murder of Roger Ackroyd;1945
B2580;Leo Tolstoy;War and Peace;1883
B2581;Leo Tolstoy;War and Peace;1872
B2582;Leo Tolstoy;Anna Karenina;1893
B2583;Leo Tolstoy;Anna Karenina;1897
B2584;Leo Tolstoy;Anna Karenina;1894
B2585;Leo Tolstoy;Anna Karenina;1880
B2586;Leo Tolstoy;Anna Karenina;1896
B2587;Stephen King;The Shining;1996
B2588;Stephen King;The Shining;1996
B2589;Stephen King;It;1993
B2590;Stephen King;It;1993
B2591;Stephen King;It;1995
B2592;Stephen King;It;1994
B2593;Stephen King;Misery;1999
B2594;Stephen King;Misery;1988
B2595;Stephen King;Misery;2003
B2596;Stephen King;The Dark Tower;1991
B2597;Stephen King;The Dark Tower;1990
B2598;Stephen King;The Dark Tower;1994
B2599;Isaac Asimov;Foundation;1966
B2600;Isaac Asimov;Foundation;1963
B2601;Isaac Asimov;Foundation;1957
B2602;Isaac Asimov;Foundation;1954
B2603;Isaac Asimov;Foundation;1966
B2604;Isaac Asimov;I, Robot;1964
B2605;Isaac Asimov;I, Robot;1964
B2606;Isaac Asimov;I, Robot;1959
B2607;Isaac Asimov;The End of Eternity;1964
B2608;Isaac Asimov;The End of Eternity;1975
B2609;Isaac Asimov;The End of Eternity;1964
B2610;Isaac Asimov;The End of Eternity;1960
B2611;Isaac Asimov;The End of Eternity;1966
B2612;Jane Austen;Pride and Prejudice;1823
B2613;Jane Austen;Pride and Prejudice;1833
B2614;Jane Austen;Pride and Prejudice;1832
B2615;Jane Austen;Pride and Prejudice;1824
B2616;Jane Austen;Emma;1832
B2617;Jane Austen;Emma;1826
B2618;Jane Austen;Emma;1815
B2619;Jane Austen;Emma;1821
B2620;Jane Austen;Sense and Sensibility;1820
B2621;Jane Austen;Sense and Sensibility;1829
B2622;Jane Austen;Sense and Sensibility;1826
B2623;Jane Austen;Sense and Sensibility;1828
B2624;George Orwell;1984;1955
B2625;George Orwell;1984;1955
B2626;George Orwell;1984;1953
B2627;George Orwell;1984;1961
B2628;George Orwell;1984;1964
B2629;George Orwell;Animal Farm;1963
B2630;George Orwell;Animal Farm;1953
B2631;George Orwell;Animal Farm;1949
B2632;George Orwell;Animal Farm;1965
B2633;Charles Dickens;A Tale of Two Cities;1871
B2634;Charles Dickens;A Tale of Two Cities;1877
B2635;Charles Dickens;A Tale of Two Cities;1876
B2636;Charles Dickens;Great Expectations;1880
B2637;Charles Dickens;Great Expectations;1866
B2638;Charles Dickens;Oliver Twist;1838
B2639;Charles Dickens;Oliver Twist;1840
B2640;Charles Dickens;Oliver Twist;1853
B2641;Charles Dickens;Oliver Twist;1846
B2642;Charles Dickens;Oliver Twist;1848
B2643;Mark Twain;The Adventures of Tom Sawyer;1894
B2644;Mark Twain;The Adventures of Tom Sawyer;1885
B2645;Mark Twain;The Adventures of Tom Sawyer;1895
B2646;Mark Twain;The Adventures of Tom Sawyer;1879
B2647;Mark Twain;The Adventures of Tom Sawyer;1896
B2648;Mark Twain;Adventures of Huckleberry Finn;1905
B2649;Mark Twain;Adventures of Huckleberry Finn;1898
B2650;Mark Twain;Adventures of Huckleberry Finn;1899
B2651;Virginia Woolf;Mrs Dalloway;1926
B2652;Virginia Woolf;Mrs Dalloway;1943
B2653;Virginia Woolf;To the Lighthouse;1930
B2654;Virginia Woolf;To the Lighthouse;1942
B2655;Virginia Woolf;Orlando;1946
B2656;Virginia Woolf;Orlando;1941
B2657;J.R.R. Tolkien;The Hobbit;1942
B2658;J.R.R. Tolkien;The Hobbit;1947
B2659;J.R.R. Tolkien;The Hobbit;1948
B2660;J.R.R. Tolkien;The Hobbit;1941
B2661;J.R.R. Tolkien;The Fellowship of the Ring;1966
B2662;J.R.R. Tolkien;The Fellowship of the Ring;1962
B2663;J.R.R. Tolkien;The Fellowship of the Ring;1967
B2664;J.R.R. Tolkien;The Fellowship of the Ring;1961
B2665;J.R.R. Tolkien;The Fellowship of the Ring;1956
B2666;J.R.R. Tolkien;The Two Towers;1974
B2667;J.R.R. Tolkien;The Two Towers;1969
B2668;J.R.R. Tolkien;The Two Towers;1956
B2669;J.R.R. Tolkien;The Return of the King;1968
B2670;J.R.R. Tolkien;The Return of the King;1972
B2671;Agatha Christie;Murder on the Orient Express;1945
B2672;Agatha Christie;Murder on the Orient Express;1940
B2673;Agatha Christie;Murder on the Orient Express;1937
B2674;Agatha Christie;Murder on the Orient Express;1949
B2675;Agatha Christie;Murder on the Orient Express;1941
B2676;Agatha Christie;Death on the Nile;1954
B2677;Agatha Christie;Death on the Nile;1957
B2678;Agatha Christie;Death on the Nile;1938
B2679;Agatha Christie;The Murder of Roger Ackroyd;1930
B2680;Agatha Christie;The Murder of Roger Ackroyd;1939
B2681;Agatha Christie;The Murder of Roger Ackroyd;1926
B2682;Agatha Christie;The Murder of Roger Ackroyd;1943
B2683;Agatha Christie;The Murder of Roger Ackroyd;1936
B2684;Leo Tolstoy;War and Peace;1869
B2685;Leo Tolstoy;War and Peace;1879
B2686;Leo Tolstoy;Anna Karenina;1888
B2687;Leo Tolstoy;Anna Karenina;1888
B2688;Leo Tolstoy;Anna Karenina;1894
B2689;Leo Tolstoy;Anna Karenina;1881
B2690;Stephen King;The Shining;1980
B2691;Stephen King;The Shining;1978
B2692;Stephen King;The Shining;1986
B2693;Stephen King;The Shining;1985
B2694;Stephen King;The Shining;1985
B2695;Stephen King;It;1991
B2696;Stephen King;It;2004
B2697;Stephen King;Misery;2005
B2698;Stephen King;Misery;1991
B2699;Stephen King;Misery;1995
B2700;Stephen King;Misery;1993
B2701;Stephen King;The Dark Tower;1993
B2702;Stephen King;The Dark Tower;1989
B2703;Stephen King;The Dark Tower;1988
B2704;Stephen King;The Dark Tower;1983
B2705;Isaac Asimov;Foundation;1970
B2706;Isaac Asimov;Foundation;1960
B2707;Isaac Asimov;Foundation;1968
B2708;Isaac Asimov;Foundation;1968
B2709;Isaac Asimov;Foundation;1965
B2710;Isaac Asimov;I, Robot;1959
B2711;Isaac Asimov;I, Robot;1952
B2712;Isaac Asimov;I, Robot;1952
B2713;Isaac Asimov;The End of Eternity;1963
B2714;Isaac Asimov;The End of Eternity;1964
B2715;Jane Austen;Pride and Prejudice;1833
B2716;Jane Austen;Pride and Prejudice;1822
B2717;Jane Austen;Emma;1816
B2718;Jane Austen;Emma;1825
B2719;Jane Austen;Emma;1824
B2720;Jane Austen;Sense and Sensibility;1830
B2721;Jane Austen;Sense and Sensibility;1816
B2722;George Orwell;1984;1953
B2723;George Orwell;1984;1956
B2724;George Orwell;1984;1957
B2725;George Orwell;1984;1954
B2726;George Orwell;Animal Farm;1961
B2727;George Orwell;Animal Farm;1954
B2728;George Orwell;Animal Farm;1965
B2729;George Orwell;Animal Farm;1947
B2730;Charles Dickens;A Tale of Two Cities;1860
B2731;Charles Dickens;A Tale of Two Cities;1877
B2732;Charles Dickens;A Tale of Two Cities;1878
B2733;Charles Dickens;A Tale of Two Cities;1869
B2734;Charles Dickens;A Tale of Two Cities;1876
B2735;Charles Dickens;Great Expectations;1865
B2736;Charles Dickens;Great Expectations;1862
B2737;Charles Dickens;Oliver Twist;1847
B2738;Charles Dickens;Oliver Twist;1857
B2739;Charles Dickens;Oliver Twist;1845
B2740;Charles Dickens;Oliver Twist;1841
B2741;Charles Dickens;Oliver Twist;1852
B2742;Mark Twain;The Adventures of Tom Sawyer;1891
B2743;Mark Twain;The Adventures of Tom Sawyer;1889
B2744;Mark Twain;Adventures of Huckleberry Finn;1897
B2745;Mark Twain;Adventures of Huckleberry Finn;1889
B2746;Mark Twain;Adventures of Huckleberry Finn;1897
B2747;Mark Twain;Adventures of Huckleberry Finn;1890
B2748;Mark Twain;Adventures of Huckleberry Finn;1897
B2749;Virginia Woolf;Mrs Dalloway;1926
B2750;Virginia Woolf;Mrs Dalloway;1941
B2751;Virginia Woolf;Mrs Dalloway;1943
B2752;Virginia Woolf;To the Lighthouse;1942
B2753;Virginia Woolf;To the Lighthouse;1942
B2754;Virginia Woolf;To the Lighthouse;1946
B2755;Virginia Woolf;To the Lighthouse;1941
B2756;Virginia Woolf;Orlando;1943
B2757;Virginia Woolf;Orlando;1945
B2758;J.R.R. Tolkien;The Hobbit;1951
B2759;J.R.R. Tolkien;The Hobbit;1942
B2760;J.R.R. Tolkien;The Hobbit;1942
B2761;J.R.R. Tolkien;The Hobbit;1941
B2762;J.R.R. Tolkien;The Fellowship of the Ring;1962
B2763;J.R.R. Tolkien;The Fellowship of the Ring;1966
B2764;J.R.R. Tolkien;The Fellowship of the Ring;1954
B2765;J.R.R. Tolkien;The Fellowship of the Ring;1969
B2766;J.R.R. Tolkien;The Two Towers;1964
B2767;J.R.R. Tolkien;The Two Towers;1965
B2768;J.R.R. Tolkien;The Two Towers;1968
B2769;J.R.R. Tolkien;The Two Towers;1964
B2770;J.R.R. Tolkien;The Two Towers;1974
B2771;J.R.R. Tolkien;The Return of the King;1967
B2772;J.R.R. Tolkien;The Return of the King;1971
B2773;J.R.R. Tolkien;The Return of the King;1957
B2774;J.R.R. Tolkien;The Return of the King;1964
B2775;Agatha Christie;Murder on the Orient Express;1950
B2776;Agatha Christie;Murder on the Orient Express;1950
B2777;Agatha Christie;Murder on the Orient Express;1948
B2778;Agatha Christie;Murder on the Orient Express;1944
B2779;Agatha Christie;Death on the Nile;1938
B2780;Agatha Christie;Death on the Nile;1951
B2781;Agatha Christie;The Murder of Roger Ackroyd;1928
B2782;Agatha Christie;The Murder of Roger Ackroyd;1929
B2783;Agatha Christie;The Murder of Roger Ackroyd;1942
B2784;Leo Tolstoy;War and Peace;1885
B2785;Leo Tolstoy;War and Peace;1884
B2786;Leo Tolstoy;Anna Karenina;1883
B2787;Leo Tolstoy;Anna Karenina;1878
B2788;Leo Tolstoy;Anna Karenina;1885
B2789;Leo Tolstoy;Anna Karenina;1892
B2790;Stephen King;The Shining;1991
B2791;Stephen King;The Shining;1978
B2792;Stephen King;It;1986
B2793;Stephen King;It;2002
B2794;Stephen King;Misery;2007
B2795;Stephen King;Misery;1989
B2796;Stephen King;Misery;1997
B2797;Stephen King;Misery;1999
B2798;Stephen King;Misery;2001
B2799;Stephen King;The Dark Tower;1998
B2800;Stephen King;The Dark Tower;1998
B2801;Stephen King;The Dark Tower;1986
B2802;Isaac Asimov;Foundation;1951
B2803;Isaac Asimov;Foundation;1951
B2804;Isaac Asimov;Foundation;1961
B2805;Isaac Asimov;Foundation;1956
B2806;Isaac Asimov;Foundation;1968
B2807;Isaac Asimov;I, Robot;1967
B2808;Isaac Asimov;I, Robot;1962
B2809;Isaac Asimov;I, Robot;1961
B2810;Isaac Asimov;I, Robot;1968
B2811;Isaac Asimov;I, Robot;1955
B2812;Isaac Asimov;The End of Eternity;1972
B2813;Isaac Asimov;The End of Eternity;1962
B2814;Isaac Asimov;The End of Eternity;1962
B2815;Jane Austen;Pride and Prejudice;1818
B2816;Jane Austen;Pride and Prejudice;1828
B2817;Jane Austen;Pride and Prejudice;1816
B2818;Jane Austen;Pride and Prejudice;1819
B2819;Jane Austen;Emma;1835
B2820;Jane Austen;Emma;1831
B2821;Jane Austen;Emma;1821
B2822;Jane Austen;Emma;1820
B2823;Jane Austen;Emma;1825
B2824;Jane Austen;Sense and Sensibility;1829
B2825;Jane Austen;Sense and Sensibility;1821
B2826;George Orwell;1984;1958
B2827;George Orwell;1984;1957
B2828;George Orwell;1984;1963
B2829;George Orwell;Animal Farm;1951
B2830;George Orwell;Animal Farm;1954
B2831;George Orwell;Animal Farm;1957
B2832;George Orwell;Animal Farm;1947
B2833;Charles Dickens;A Tale of Two Cities;1877
B2834;Charles Dickens;A Tale of Two Cities;1876
B2835;Charles Dickens;A Tale of Two Cities;1859
B2836;Charles Dickens;A Tale of Two Cities;1871
B2837;Charles Dickens;A Tale of Two Cities;1872
B2838;Charles Dickens;Great Expectations;1880
B2839;Charles Dickens;Great Expectations;1875
B2840;Charles Dickens;Great Expectations;1868
B2841;Charles Dickens;Oliver Twist;1856
B2842;Charles Dickens;Oliver Twist;1842
B2843;Mark Twain;The Adventures of Tom Sawyer;1893
B2844;Mark Twain;The Adventures of Tom Sawyer;1894
B2845;Mark Twain;The Adventures of Tom Sawyer;1895
B2846;Mark Twain;Adventures of Huckleberry Finn;1893
B2847;Mark Twain;Adventures of Huckleberry Finn;1890
B2848;Mark Twain;Adventures of Huckleberry Finn;1885
B2849;Mark Twain;Adventures of Huckleberry Finn;1893
B2850;Virginia Woolf;Mrs Dalloway;1940
B2851;Virginia Woolf;Mrs Dalloway;1928
B2852;Virginia Woolf;Mrs Dalloway;1943
B2853;Virginia Woolf;Mrs Dalloway;1943
B2854;Virginia Woolf;Mrs Dalloway;1935
B2855;Virginia Woolf;To the Lighthouse;1928
B2856;Virginia Woolf;To the Lighthouse;1939
B2857;Virginia Woolf;To the Lighthouse;1940
B2858;Virginia Woolf;Orlando;1945
B2859;Virginia Woolf;Orlando;1940
B2860;J.R.R. Tolkien;The Hobbit;1937
B2861;J.R.R. Tolkien;The Hobbit;1948
B2862;J.R.R. Tolkien;The Fellowship of the Ring;1962
B2863;J.R.R. Tolkien;The Fellowship of the Ring;1960
B2864;J.R.R. Tolkien;The Fellowship of the Ring;1967
B2865;J.R.R. Tolkien;The Fellowship of the Ring;1954
B2866;J.R.R. Tolkien;The Fellowship of the Ring;1970
B2867;J.R.R. Tolkien;The Two Towers;1957
B2868;J.R.R. Tolkien;The Two Towers;1973
B2869;J.R.R. Tolkien;The Return of the King;1966
B2870;J.R.R. Tolkien;The Return of the King;1968
B2871;J.R.R. Tolkien;The Return of the King;1970
B2872;J.R.R. Tolkien;The Return of the King;1970
B2873;Agatha Christie;Murder on the Orient Express;1949
B2874;Agatha Christie;Murder on the Orient Express;1934
B2875;Agatha Christie;Murder on the Orient Express;1949
B2876;Agatha Christie;Death on the Nile;1940
B2877;Agatha Christie;Death on the Nile;1946
B2878;Agatha Christie;Death on the Nile;1956
B2879;Agatha Christie;The Murder of Roger Ackroyd;1935
B2880;Agatha Christie;The Murder of Roger Ackroyd;1936
B2881;Agatha Christie;The Murder of Roger Ackroyd;1929
B2882;Agatha Christie;The Murder of Roger Ackroyd;1946
B2883;Agatha Christie;The Murder of Roger Ackroyd;1934
B2884;Leo Tolstoy;War and Peace;1878
B2885;Leo Tolstoy;War and Peace;1883
B2886;Leo Tolstoy;War and Peace;1875
B2887;Leo Tolstoy;Anna Karenina;1896
B2888;Leo Tolstoy;Anna Karenina;1889
B2889;Leo Tolstoy;Anna Karenina;1883
B2890;Leo Tolstoy;Anna Karenina;1878
B2891;Stephen King;The Shining;1995
B2892;Stephen King;The Shining;1992
B2893;Stephen King;The Shining;1981
B2894;Stephen King;The Shining;1987
B2895;Stephen King;The Shining;1983
B2896;Stephen King;It;2002
B2897;Stephen King;It;1986
B2898;Stephen King;It;1993
B2899;Stephen King;It;1989
B2900;Stephen King;Misery;1994
B2901;Stephen King;Misery;1988
B2902;Stephen King;Misery;2004
B2903;Stephen King;The Dark Tower;2001
B2904;Stephen King;The Dark Tower;1997
B2905;Isaac Asimov;Foundation;1957
B2906;Isaac Asimov;Foundation;1965
B2907;Isaac Asimov;Foundation;1966
B2908;Isaac Asimov;I, Robot;1951
B2909;Isaac Asimov;I, Robot;1957
B2910;Isaac Asimov;The End of Eternity;1956
B2911;Isaac Asimov;The End of Eternity;1972
B2912;Isaac Asimov;The End of Eternity;1956
B2913;Isaac Asimov;The End of Eternity;1970
B2914;Isaac Asimov;The End of Eternity;1966
B2915;Jane Austen;Pride and Prejudice;1823
B2916;Jane Austen;Pride and Prejudice;1829
B2917;Jane Austen;Pride and Prejudice;1826
B2918;Jane Austen;Emma;1822
B2919;Jane Austen;Emma;1830
B2920;Jane Austen;Sense and Sensibility;1826
B2921;Jane Austen;Sense and Sensibility;1823
B2922;Jane Austen;Sense and Sensibility;1814
B2923;George Orwell;1984;1968
B2924;George Orwell;1984;1962
B2925;George Orwell;1984;1967
B2926;George Orwell;Animal Farm;1959
B2927;George Orwell;Animal Farm;1965
B2928;George Orwell;Animal Farm;1960
B2929;George Orwell;Animal Farm;1952
B2930;Charles Dickens;A Tale of Two Cities;1859
B2931;Charles Dickens;A Tale of Two Cities;1869
B2932;Charles Dickens;A Tale of Two Cities;1872
B2933;Charles Dickens;A Tale of Two Cities;1867
B2934;Charles Dickens;A Tale of Two Cities;1874
B2935;Charles Dickens;Great Expectations;1864
B2936;Charles Dickens;Great Expectations;1861
B2937;Charles Dickens;Great Expectations;1861
B2938;Charles Dickens;Great Expectations;1864
B2939;Charles Dickens;Oliver Twist;1842
B2940;Charles Dickens;Oliver Twist;1850
B2941;Mark Twain;The Adventures of Tom Sawyer;1893
B2942;Mark Twain;The Adventures of Tom Sawyer;1879
B2943;Mark Twain;The Adventures of Tom Sawyer;1892
B2944;Mark Twain;The Adventures of Tom Sawyer;1896
B2945;Mark Twain;Adventures of Huckleberry Finn;1905
B2946;Mark Twain;Adventures of Huckleberry Finn;1887
B2947;Mark Twain;Adventures of Huckleberry Finn;1896
B2948;Virginia Woolf;Mrs Dalloway;1938
B2949;Virginia Woolf;Mrs Dalloway;1938
B2950;Virginia Woolf;To the Lighthouse;1943
B2951;Virginia Woolf;To the Lighthouse;1944
B2952;Virginia Woolf;Orlando;1932
B2953;Virginia Woolf;Orlando;1939
B2954;Virginia Woolf;Orlando;1929
B2955;Virginia Woolf;Orlando;1939
B2956;Virginia Woolf;Orlando;1947
B2957;J.R.R. Tolkien;The Hobbit;1953
B2958;J.R.R. Tolkien;The Hobbit;1944
B2959;J.R.R. Tolkien;The Hobbit;1950
B2960;J.R.R. Tolkien;The Hobbit;1953
B2961;J.R.R. Tolkien;The Fellowship of the Ring;1968
B2962;J.R.R. Tolkien;The Fellowship of the Ring;1971
B2963;J.R.R. Tolkien;The Two Towers;1961
B2964;J.R.R. Tolkien;The Two Towers;1962
B2965;J.R.R. Tolkien;The Two Towers;1964
B2966;J.R.R. Tolkien;The Two Towers;1964
B2967;J.R.R. Tolkien;The Two Towers;1969
B2968;J.R.R. Tolkien;The Return of the King;1967
B2969;J.R.R. Tolkien;The Return of the King;1961
B2970;J.R.R. Tolkien;The Return of the King;1961
B2971;J.R.R. Tolkien;The Return of the King;1958
B2972;Agatha Christie;Murder on the Orient Express;1936
B2973;Agatha Christie;Murder on the Orient Express;1946
B2974;Agatha Christie;Murder on the Orient Express;1941
B2975;Agatha Christie;Murder on the Orient Express;1949
B2976;Agatha Christie;Murder on the Orient Express;1941
B2977;Agatha Christie;Death on the Nile;1957
B2978;Agatha Christie;Death on the Nile;1940
B2979;Agatha Christie;The Murder of Roger Ackroyd;1946
B2980;Agatha Christie;The Murder of Roger Ackroyd;1935
B2981;Leo Tolstoy;War and Peace;1885
B2982;Leo Tolstoy;War and Peace;1883
B2983;Leo Tolstoy;War and Peace;1882
B2984;Leo Tolstoy;War and Peace;1870
B2985;Leo Tolstoy;War and Peace;1869
B2986;Leo Tolstoy;Anna Karenina;1895
B2987;Leo Tolstoy;Anna Karenina;1893
B2988;Leo Tolstoy;Anna Karenina;1887
B2989;Leo Tolstoy;Anna Karenina;1894
B2990;Stephen King;The Shining;1989
B2991;Stephen King;The Shining;1997
B2992;Stephen King;The Shining;1996
B2993;Stephen King;The Shining;1984
B2994;Stephen King;It;1986
B2995;Stephen King;It;1997
B2996;Stephen King;It;1995
B2997;Stephen King;It;1994
B2998;Stephen King;It;2000
B2999;Stephen King;Misery;1992
B3000;Stephen King;Misery;1990
B3001;Stephen King;Misery;2003
B3002;Stephen King;Misery;1987
B3003;Stephen King;The Dark Tower;1988
B3004;Stephen King;The Dark Tower;1991
B3005;Stephen King;The Dark Tower;1986
B3006;Stephen King;The Dark Tower;1983
B3007;Stephen King;The Dark Tower;1990
B3008;Isaac Asimov;Foundation;1971
B3009;Isaac Asimov;Foundation;1955
B3010;Isaac Asimov;Foundation;1958
B3011;Isaac Asimov;Foundation;1970
B3012;Isaac Asimov;Foundation;1967
B3013;Isaac Asimov;I, Robot;1966
B3014;Isaac Asimov;I, Robot;1950
B3015;Isaac Asimov;I, Robot;1953
B3016;Isaac Asimov;I, Robot;1951
B3017;Isaac Asimov;The End of Eternity;1961
B3018;Isaac Asimov;The End of Eternity;1956
B3019;Isaac Asimov;The End of Eternity;1975
B3020;Isaac Asimov;The End of Eternity;1959
B3021;Isaac Asimov;The End of Eternity;1956
B3022;Jane Austen;Pride and Prejudice;1830
B3023;Jane Austen;Pride and Prejudice;1815
B3024;Jane Austen;Emma;1831
B3025;Jane Austen;Emma;1826
B3026;Jane Austen;Emma;1815
B3027;Jane Austen;Sense and Sensibility;1822
B3028;Jane Austen;Sense and Sensibility;1819
B3029;George Orwell;1984;1954
B3030;George Orwell;1984;1969
B3031;George Orwell;Animal Farm;1965
B3032;George Orwell;Animal Farm;1945
B3033;George Orwell;Animal Farm;1951
B3034;Charles Dickens;A Tale of Two Cities;1873
B3035;Charles Dickens;A Tale of Two Cities;1876
B3036;Charles Dickens;A Tale of Two Cities;1867
B3037;Charles Dickens;A Tale of Two Cities;1863
B3038;Charles Dickens;A Tale of Two Cities;1862
B3039;Charles Dickens;Great Expectations;1870
B3040;Charles Dickens;Great Expectations;1871
B3041;Charles Dickens;Great Expectations;1861
B3042;Charles Dickens;Oliver Twist;1851
B3043;Charles Dickens;Oliver Twist;1842
B3044;Mark Twain;The Adventures of Tom Sawyer;1893
B3045;Mark Twain;The Adventures of Tom Sawyer;1882
B3046;Mark Twain;Adventures of Huckleberry Finn;1897
B3047;Mark Twain;Adventures of Huckleberry Finn;1892
B3048;Mark Twain;Adventures of Huckleberry Finn;1890
B3049;Virginia Woolf;Mrs Dalloway;1938
B3050;Virginia Woolf;Mrs Dalloway;1940
B3051;Virginia Woolf;Mrs Dalloway;1935
B3052;Virginia Woolf;Mrs Dalloway;1939
B3053;Virginia Woolf;Mrs Dalloway;1934
B3054;Virginia Woolf;To the Lighthouse;1940
B3055;Virginia Woolf;To the Lighthouse;1943
